eventno	jetmultiplicity	axion_Eta	axion_Phi	axion_pT	axion_Px	axion_Py	axion_Pz	axion_E	Z_Eta	Z_Phi	Z_pT	Z_Px	Z_Py	Z_Pz	Z_E	highb_Eta	highb_Phi	highb_pT	highb_Px	highb_Py	highb_Pz	highb_E	lowb_Eta	lowb_Phi	lowb_pT	lowb_Px	lowb_Py	lowb_Pz	lowb_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	jet3_Eta	jet3_Phi	jet3_pT	jet3_Px	jet3_Py	jet3_Pz	jet3_E	jet4_Eta	jet4_Phi	jet4_pT	jet4_Px	jet4_Py	jet4_Pz	jet4_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	jet1_btag	jet2_btag	jet3_btag	jet4_btag	invmass_2j1p	delta_eta_jet1_jet2	delta_phi_jet1_jet2	deltaR_jet1_jet2
119343	2	1.99242	2.81837	49.0979	-46.5555	15.5948	176.677	188.815	2.72407	2.99186	26.6396	-26.3416	3.97383	202.149	223.347	1.48578	2.14908	33.23	-18.163	27.827	69.6517	77.3155	1.95519	-2.7348	30.9153	-28.3925	-12.2322	107.025	111.5	0.945262	-0.521758	23.3163	20.2139	-11.6209	25.472	34.5322	1.51893	2.159	38.4369	-21.3273	31.9772	83.5694	91.985	1.976	-2.67443	24.3921	-21.7785	-10.985	86.2895	89.6708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95647	-0.516925	23.5523	20.475	-11.6398	26.1224	35.1723	1	1	0	0	89.47700545682115	-0.4570700000000001	1.4497553071795863	1.520099811063529
119344	2	2.63159	-0.157873	39.101	38.6148	-6.14739	270.264	276.763	6.89459	1.06356	0.736399	0.357713	0.643681	363.383	377.663	2.16298	0.12768	44.955	44.5891	5.72427	192.903	198.128	2.46191	-2.03703	13.2902	-5.97428	-11.8717	77.3612	78.6351	1.60812	2.96591	38.8551	-38.2571	6.79107	93.1189	100.9	2.15573	0.138369	51.5901	51.0971	7.11573	219.733	225.708	2.38715	-2.10353	22.8584	-11.6096	-19.6908	123.327	125.428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60461	2.95282	39.6457	-38.9414	7.43957	94.6531	102.621	1	1	0	0	119.4821557887618	-0.23141999999999996	2.241899	2.253811514435269
120045	2	-2.19343	1.81946	25.6603	-6.31522	24.871	-113.603	124.858	-3.77949	-0.320997	13.3157	12.6356	-4.20128	-291.419	306.029	-1.16799	1.26704	29.592	8.85112	28.2372	-42.9752	52.3893	-2.21933	-2.92318	15.5354	-15.1663	-3.36624	-70.6279	72.4689	-2.33645	-0.993121	34.7035	18.9508	-29.0723	-177.816	181.171	-1.18134	1.28759	25.5626	7.14303	24.5443	-37.7288	45.5731	-2.16902	-2.91735	22.6663	-22.0988	-5.04025	-97.8661	100.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.34231	-0.98893	34.2392	18.8174	-28.6048	-176.489	179.78	1	1	0	0	93.04904505679059	0.9876800000000001	2.0782453071795866	2.3010031158635953
120113	2	1.06686	2.85281	42.8038	-41.0313	12.19	54.8348	82.8514	2.37483	2.43563	14.3789	-10.9422	9.32855	76.6117	120.104	1.14567	2.29837	33.7391	-22.4385	25.1961	47.6826	58.6008	0.310207	-2.53119	22.6903	-18.5928	-13.0061	7.15212	24.2506	0.669378	-0.0948146	30.2248	30.0891	-2.86146	21.7769	37.2529	0.343616	-2.54948	34.075	-28.2742	-19.0178	11.9405	36.1065	1.13846	2.3011	31.4689	-20.9927	23.4435	44.0826	54.1624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.665692	-0.103682	31.1928	31.0253	-3.22833	22.3328	38.3633	1	1	0	0	100.36137776332639	-0.7948440000000001	1.4326053071795863	1.6383329791269896
120286	3	-1.62033	-2.51726	38.4719	-31.2143	-22.4889	-93.4271	110.608	-2.48299	-1.85528	17.4065	-4.88541	-16.7068	-103.512	139.389	-1.04857	-1.72464	29.6801	-4.54802	-29.3296	-37.1466	47.7794	-1.4633	2.89048	27.5297	-26.6663	6.84062	-56.2804	62.8288	-0.365902	0.216179	26.9563	26.3289	5.78211	-10.085	28.7811	-1.10092	-1.72687	34.4509	-5.35491	-34.0322	-46.0673	57.5245	-1.40103	2.90314	32.0925	-31.1845	7.58027	-61.1848	69.0906	1.25052	1.37176	23.8041	4.70677	23.3342	38.1557	44.9722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.366105	0.214041	27.9168	27.2797	5.92982	-10.4503	29.8087	1	1	0	0	100.53681421521071	0.3001100000000001	1.6531753071795858	1.6801948126239166
120870	2	-2.3251	-2.60893	46.3869	-39.9604	-23.5565	-234.947	243.68	-2.36049	-2.91845	45.0413	-43.9246	-9.96755	-236.507	257.921	-2.16862	-3.01426	43.6296	-43.2763	-5.5406	-188.302	193.348	-1.6643	-1.38878	18.3185	3.31593	-18.0159	-46.6448	50.3329	-0.109967	1.85464	14.1554	-3.96416	13.5889	-1.55976	14.241	-0.476766	0.229013	44.3991	43.2399	10.0793	-21.9791	49.5415	-2.14688	-2.9463	32.5665	-31.9475	-6.31975	-137.451	141.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.108542	1.85656	13.8085	-3.89252	13.2485	-1.50174	13.8899	1	1	0	0	125.1153172243811	1.6701139999999999	3.107872307179586	3.5281937376977703
120979	2	-0.726189	0.654692	54.1765	42.9747	32.9889	-42.8925	82.5044	-2.16904	0.549031	14.1252	12.0492	7.37139	-60.9895	126.551	-0.0651625	0.965172	34.9933	19.9208	28.7696	-2.28186	35.3812	-1.31732	0.181014	23.4368	23.0539	4.21926	-40.6107	47.1232	-0.436642	-2.4498	40.1577	-30.9254	-25.6175	-18.097	44.047	-0.0959367	0.941324	29.909	17.608	24.1766	-2.87378	30.0468	-1.1247	0.33267	24.0015	22.6856	7.83811	-33.0566	40.851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.450756	-2.45099	41.4862	-31.98	-26.4269	-19.3399	45.7726	1	1	0	0	102.2586857891568	1.0287633	0.608654	1.1953299206256365
121258	2	-1.01845	-1.74173	57.49	-9.77892	-56.6522	-69.2105	100.614	-1.39986	-1.50875	37.7623	2.34162	-37.6896	-71.8997	123.28	-0.871405	-1.14544	38.9905	16.0894	-35.516	-38.4427	54.9562	-0.824432	-2.45653	33.4052	-25.8683	-21.1361	-30.7678	45.658	-0.119209	1.00206	22.5052	12.1205	18.9625	-2.68918	22.6653	-0.856791	-1.11644	34.0446	14.9417	-30.5905	-32.8711	47.3238	-1.75144	1.60183	27.5166	-0.85368	27.5034	-76.8999	81.6747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.105913	0.998384	21.4175	11.601	18.0035	-2.27263	21.5377	1	1	0	0	96.04659155505051	0.8946490000000001	-2.7182700000000004	2.861710786592699
121359	2	-0.0868739	1.59432	26.7935	-0.630307	26.786	-2.33058	52.4075	-3.37435	3.08404	2.93398	-2.92912	0.168756	-42.7935	100.895	-0.212476	2.08912	33.707	-16.6993	29.2796	-7.21593	34.7897	0.296082	-0.153951	16.2613	16.069	-2.49356	4.88534	17.6178	-1.2028	-1.65695	26.7164	-2.29882	-26.6173	-40.4629	48.4872	-0.162706	2.05345	34.3554	-15.9453	30.4309	-5.61453	34.8111	0.452282	0.141338	29.3864	29.0934	4.1396	13.7487	32.4436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.20836	-1.65791	26.9137	-2.34165	-26.8116	-41.0341	49.0728	1	1	0	0	110.78222768762417	-0.614988	1.9121120000000003	2.0085772428980673
121574	2	-1.31336	-0.428398	19.2727	17.531	-8.00614	-33.2426	59.1682	-0.911913	-2.27289	34.1624	-22.0626	-26.0827	-35.6539	102.76	-0.324935	-0.793901	29.749	20.8561	-21.2138	-9.8375	31.6839	-1.31015	1.81742	13.6198	-3.32505	13.2077	-23.4051	27.4843	-0.0553724	-2.7133	43.5249	-39.5937	-18.0766	-2.41131	43.5917	-1.58383	1.56666	36.5393	0.15111	36.5389	-85.29	92.7874	-0.321662	-0.797113	26.0589	18.2093	-18.641	-8.52744	27.4187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0610552	-2.71635	44.5864	-40.6154	-18.3939	-2.72392	44.6695	1	1	0	0	131.7884618956087	-1.262168	2.363773	2.6796437926995074
121684	2	1.00867	2.16798	32.7963	-18.442	27.1199	38.9827	67.971	1.82218	-2.64971	14.7224	-12.977	-6.95323	44.3415	102.893	0.147412	2.92136	25.1952	-24.5866	5.50418	3.72753	25.8995	1.23235	1.29384	22.4721	6.14463	21.6157	35.2551	42.0715	0.154673	-1.41176	34.5086	5.46498	-34.0731	5.35885	34.9222	0.20215	2.82919	41.0217	-39.0361	12.608	8.3491	41.8627	1.13668	1.34739	24.6759	5.46705	24.0627	34.491	42.4091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142289	-1.40426	34.411	5.70417	-33.9349	4.91282	34.7599	1	1	0	0	105.37679107521352	-0.9345299999999999	1.4818	1.7518782951164158
121828	2	1.29363	0.431252	45.0886	40.9604	18.8474	76.0133	99.1761	1.01944	0.7295	49.548	36.9384	33.0236	59.7263	121.14	1.11594	0.594955	51.107	42.3254	28.644	69.6292	86.5	0.607385	-1.70924	9.89126	-1.36505	-9.79661	6.38407	12.6761	-0.95389	1.84725	14.7357	-4.02198	14.1762	-16.287	21.9637	0.616393	-2.49267	48.7115	-38.8101	-29.4379	31.9632	58.262	1.1358	0.609061	40.9038	33.5487	23.401	57.1122	70.249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.945283	1.84608	15.591	-4.23801	15.004	-17.033	23.0912	1	1	0	0	132.74965903655607	-0.519407	-3.101731	3.1449195264759955
121844	3	-0.987999	0.429455	51.5161	46.8381	21.45	-59.5921	90.7247	-0.946905	0.135992	44.015	43.6086	5.96727	-48.1915	110.221	-1.08452	0.706877	45.6288	34.6959	29.6342	-59.7728	75.345	0.0123362	-0.593079	14.6429	12.1422	-8.18414	0.180642	15.3797	0.669645	-1.77644	15.816	-3.22952	-15.4828	11.4006	19.4967	0.208938	-2.80655	70.2422	-66.3366	-23.0961	14.7833	71.781	-1.05189	0.694921	38.9426	29.912	24.9359	-48.9467	62.5484	0.318478	-0.70885	28.3154	21.4945	-18.4322	9.17105	29.7636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.677648	-1.77528	15.0896	-3.06408	-14.7752	11.0262	18.6888	1	1	0	0	145.4391937756037	1.260828	2.7817143071795862	3.0541155401116713
121855	2	-1.82683	-1.5319	46.6384	1.81344	-46.6031	-141.157	155.326	-3.64808	-2.08432	13.184	-6.47658	-11.4835	-252.966	272.814	-1.36588	-0.989034	38.6502	21.2382	-32.2921	-70.8075	80.8061	-1.79147	-2.50663	24.1273	-19.4247	-14.3111	-70.3495	74.5203	-1.84915	1.8026	36.0848	-8.29002	35.1196	-111.809	117.488	-1.36053	-0.937516	41.0769	24.309	-33.1118	-74.7952	85.3326	-1.82437	-2.42954	22.4261	-16.977	-14.653	-67.6997	71.3174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.84827	1.8114	37.6917	-8.98138	36.606	-116.681	122.618	1	1	0	0	103.39840139656717	0.46384000000000003	1.4920239999999998	1.562460611399852
121935	2	1.52273	-3.05307	31.8228	-31.6982	-2.81326	69.4787	88.6855	3.11119	1.30595	9.32712	2.44148	9.0019	104.478	138.986	0.730768	-2.60232	33.6934	-28.9118	-17.3018	26.8727	43.3529	1.78234	1.7608	14.7541	-2.78647	14.4885	42.6059	45.3325	0.85915	0.333181	36.1264	34.1397	11.8152	34.9998	50.3002	1.07759	-2.66487	23.4662	-20.8499	-10.7679	30.4731	38.4613	-0.314169	-1.1186	22.9802	10.0409	-20.6705	-7.33901	24.1236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.856502	0.348071	37.8078	35.5406	12.8957	36.4896	52.5445	1	1	0	0	93.51101845929121	1.391759	-1.54627	2.0803711272224965
121944	2	2.86329	-0.85671	3.57242	2.33968	-2.69965	31.191	54.8651	-0.113695	-0.424829	16.894	15.3923	-6.9631	-1.92491	90.7149	0.355762	-0.894361	22.7142	14.2195	-17.7127	8.25237	24.6196	1.0148	2.24021	19.1448	-11.8798	15.0131	22.9386	30.2455	-1.61394	-0.315711	13.7312	13.0526	-4.26345	-33.1159	35.8498	0.342308	-0.925939	27.3598	16.4455	-21.8656	9.54947	28.9785	1.09099	2.26358	24.1687	-15.436	18.5972	31.9188	40.0367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.6052	-0.31548	15.1579	14.4098	-4.70308	-36.2124	39.2569	1	1	0	0	106.74232601490705	-0.7486819999999998	3.093666307179586	3.1829696758376724
122072	2	-0.592982	-1.0404	21.8347	11.0457	-18.8347	-13.7198	51.8654	-4.01854	2.09921	2.46999	-1.24527	2.1331	-68.6679	111.949	-0.115241	-0.240724	28.0261	27.218	-6.68159	-3.23691	28.6012	-0.497424	-2.49715	20.2297	-16.1723	-12.1531	-10.4829	23.2642	-1.55454	2.10099	24.3047	-12.2909	20.9678	-54.9481	60.0834	-0.532377	-2.47217	24.066	-18.8721	-14.9338	-13.426	27.5578	-0.129262	-0.233671	24.0381	23.3848	-5.56602	-3.11587	24.2392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.54998	2.10769	22.5767	-11.5472	19.4003	-50.7876	55.5796	1	1	0	0	83.34136765495691	-0.403115	-2.238499	2.2745064247493345
122157	2	1.63297	-1.38596	35.7953	6.57851	-35.1856	88.1227	105.224	3.30652	-0.849374	6.94729	4.58836	-5.21649	94.6685	135.964	1.42847	-2.1276	30.674	-16.2105	-26.0407	60.3152	67.83	0.971995	-0.381617	24.5554	22.789	-9.14496	27.8076	37.3941	0.216247	1.63711	30.0352	-1.99015	29.9692	6.54574	30.7402	1.4338	-2.11006	28.2358	-14.4991	-24.2288	55.8535	62.5849	1.02732	-0.420854	23.7328	21.6619	-9.6958	28.9019	37.3974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218868	1.63555	27.9148	-1.80621	27.8563	6.15854	28.5861	1	1	0	0	90.54817320585931	0.40647999999999995	-1.6892059999999998	1.7374242144151206
122430	2	1.37287	-1.96253	49.5267	-18.9086	-45.775	91.4576	113.324	2.36327	-0.726041	26.6134	19.9017	-17.669	140.14	181.633	0.955458	-2.43515	41.8569	-31.8396	-27.1706	46.3612	62.6375	1.43933	-0.963402	22.6569	12.931	-18.6044	45.0963	50.6863	0.892596	0.626776	47.9186	38.8104	28.106	48.6822	68.3092	0.950667	-2.43429	51.4074	-39.0757	-33.4038	56.5726	76.4407	1.46456	-0.901168	31.2025	19.3672	-24.4644	63.8788	71.0921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.895478	0.619666	49.07	39.9466	28.4981	50.0537	70.0945	1	1	0	0	130.45102189580578	-0.513893	-1.5331219999999999	1.6169567348364642
122507	2	1.15662	-1.56724	42.3717	0.150752	-42.3714	60.6892	86.6236	1.04101	-1.85397	35.9372	-10.041	-34.5059	44.5435	107.274	0.897228	-1.8297	47.7442	-12.2234	-46.1529	48.8207	68.4475	0.82164	0.296582	12.9391	12.3742	3.78149	11.8685	18.1761	-1.05018	2.48431	12.8739	-10.1917	7.8655	-16.1457	20.6499	1.35563	1.02192	65.247	34.0412	55.663	118.143	134.963	0.893436	-1.80993	43.3371	-10.2648	-42.1039	44.0796	61.8152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.05438	2.48586	12.9501	-10.2643	7.89617	-16.3288	20.8407	1	1	0	0	159.46811374562347	0.4621939999999999	2.83185	2.869320079066816
122528	2	-1.57509	2.86472	39.2409	-37.7464	10.7264	-90.7286	108.611	-1.31404	-2.82159	51.9705	-49.3322	-16.3483	-89.7122	138.078	-1.55146	2.60725	39.4286	-33.9323	20.0802	-88.841	97.311	-0.185796	-1.95798	10.1015	-3.81416	-9.35371	-1.88763	11.3001	0.0345083	-1.97514	29.4494	-11.5858	-27.0747	1.01645	29.467	-1.53569	2.59669	38.88	-33.2494	20.1528	-86.1045	94.4756	-1.06928	0.442947	30.4534	27.5144	13.0525	-39.1331	49.5864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0278236	-1.97318	30.0587	-11.7715	-27.6579	0.836451	30.0704	1	1	0	0	120.45412267012617	-0.46641	2.1537430000000004	2.2036667620466126
122661	2	2.44208	-3.03998	39.491	-39.2873	-4.00597	225.296	233.119	4.43816	-2.54022	9.23441	-7.61431	-5.22461	390.649	401.483	2.19805	2.41591	29.2803	-21.9031	19.4317	130.245	133.578	1.89681	-2.20898	29.1811	-17.3842	-23.4377	95.051	99.5406	2.35409	-0.0384568	31.6964	31.673	-1.21864	165.354	168.364	2.20119	2.42691	30.4591	-23.0058	19.9622	135.925	139.296	1.91118	-2.24008	26.9443	-16.7168	-21.1315	89.0933	93.0785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35833	-0.0365557	30.922	30.9014	-1.13013	162.011	164.935	1	1	0	0	89.33117475996313	0.2900099999999999	1.616195307179586	1.642008852305406
122754	2	-1.52437	1.3567	42.8537	9.10477	41.8754	-93.7315	112.465	-3.09861	1.52899	18.2766	0.763806	18.2606	-202.158	223.746	-1.36459	1.97494	35.4821	-13.9528	32.6236	-64.9082	74.1225	-0.990209	0.381579	24.8445	23.0576	9.25175	-28.8233	38.3421	-2.17164	-1.91033	25.0445	-8.34097	-23.6148	-108.426	111.281	-1.43482	1.9917	34.9993	-14.3003	31.9445	-69.3115	77.6468	-1.01695	0.403328	24.1924	22.2512	9.49509	-29.0678	37.8181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.17373	-1.91344	24.201	-8.13113	-22.7942	-105.0	107.753	1	1	0	0	90.08556022368398	-0.41786999999999996	1.5883720000000001	1.6424192361525727
122915	2	-1.38275	-2.44331	37.7678	-28.928	-24.2811	-70.5304	91.7892	-2.31301	-1.3793	18.8776	3.59301	-18.5325	-94.4429	132.563	-1.07428	-1.81187	35.0723	-8.37343	-34.0581	-45.3547	57.5257	-0.954423	2.69761	22.7614	-20.5546	9.777	-25.1757	34.2635	-0.672272	0.174957	33.0252	32.5211	5.74857	-23.9125	40.7734	-1.06352	-1.80005	33.3178	-7.57138	-32.4461	-42.5018	54.0044	-0.828626	2.77303	24.4659	-22.8229	8.81455	-22.6741	33.3571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.662475	0.18057	33.2858	32.7447	5.9778	-23.6997	40.861	1	1	0	0	90.69155345262921	-0.23489400000000005	1.7101053071795862	1.7261620297294769
123227	2	0.408464	-1.48045	34.2483	3.08992	-34.1086	14.3814	58.3379	1.10905	-0.157518	26.3764	26.0498	-4.13758	35.6293	101.661	0.528074	-1.09205	36.8906	16.9944	-32.7431	20.3991	42.4162	-0.418398	-3.0437	13.9714	-13.9045	-1.36555	-6.01764	15.9217	0.536653	0.91709	37.7547	22.9599	29.9711	21.2478	43.3231	0.475689	-1.34274	36.302	8.20728	-35.3621	17.9271	40.4872	-0.707732	2.85536	33.2246	-31.8728	9.38064	-25.5268	41.8986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.522718	0.919147	37.6172	22.8148	29.9088	20.5709	42.8744	1	1	0	0	124.52195770467954	1.183421	2.085085307179586	2.397512461168281
123934	2	2.03171	0.313075	31.7337	30.1911	9.77352	118.938	131.065	3.62939	-1.81625	9.46647	-2.30035	-9.18272	178.269	201.315	2.01902	0.449652	32.4665	29.2392	14.1116	120.096	124.495	-0.257754	-1.35479	4.44132	0.951903	-4.33811	-1.15748	6.56925	1.23686	-2.61345	37.617	-32.4915	-18.9562	59.3308	70.2508	1.06331	-0.472305	28.1969	25.11	-12.8279	35.9599	45.6966	2.07926	0.510769	23.4214	20.4321	11.4495	92.2047	95.1329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24202	-2.61398	37.1243	-32.0758	-18.6912	58.9124	69.6339	1	1	0	0	93.34296294156293	-1.0159500000000001	-0.983074	1.4137145723150768
124133	2	3.34645	-0.0520259	11.4913	11.4758	-0.597578	162.984	169.474	3.09797	2.60661	43.5181	-37.4377	22.1866	481.045	492.079	1.97761	-0.0206322	28.4535	28.4474	-0.587015	100.826	104.869	2.00942	-3.14097	16.9717	-16.9716	-0.0105621	62.1582	64.6048	2.47427	2.70567	53.9597	-48.9135	22.7841	318.061	322.605	2.0294	-0.738049	37.8471	27.9986	-25.4653	141.512	146.486	1.95229	-0.143673	32.4427	32.1085	-4.64514	111.974	116.579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47309	2.71756	53.5194	-48.7797	22.0198	315.088	319.601	1	1	0	0	126.60768394386758	0.07710999999999979	-0.594376	0.5993569733272485
124324	3	-0.844981	1.12455	65.3727	28.2135	58.9711	-62.0507	100.742	-0.416382	1.27681	125.299	36.3075	119.923	-53.6927	162.794	-0.931413	0.830041	53.64	36.1987	39.5841	-57.5047	78.779	-0.215154	1.96151	20.9671	-7.98528	19.3869	-4.54603	21.963	0.135517	1.43877	61.4868	8.09406	60.9518	8.35802	62.0523	-2.45042	-2.34608	108.456	-75.9105	-77.4612	-623.997	633.352	-0.912949	0.848731	52.9895	35.0227	39.7656	-55.3826	76.6493	-4.307	-0.18212	29.8612	29.3674	-5.4083	-1107.92	1108.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137789	1.44304	63.0183	8.02884	62.5048	8.71073	63.6175	1	1	0	0	383.3981049372068	-1.5374709999999998	3.088374307179586	3.449909120120121
124347	2	-0.369892	-1.62823	36.2721	-2.08227	-36.2122	-13.7248	59.4061	-1.55025	-0.305416	12.7048	12.1168	-3.8202	-28.5886	97.77	0.0820284	-2.25401	31.658	-19.9854	-24.5522	2.59977	32.1104	-0.704365	-0.577277	21.3653	17.9031	-11.66	-16.3246	27.2957	-0.408787	1.15767	35.3675	14.1991	32.392	-14.8638	38.3639	-0.636813	-0.659441	31.2591	24.7051	-19.1517	-21.2792	37.8145	0.0772279	-2.25345	28.7437	-18.1332	-22.3022	2.22202	28.8294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.416088	1.15605	35.2898	14.2204	32.2979	-15.1111	38.389	1	1	0	0	96.68653809585697	-0.7140409	1.5940089999999998	1.7466307849553693
124385	2	1.75568	-2.5983	30.2925	-25.9307	-15.66	85.0401	100.87	2.93719	1.47385	15.798	1.52909	15.7238	148.578	176.87	1.07961	-1.91013	31.4859	-10.4803	-29.6905	40.9917	51.9016	1.49202	2.40432	20.8702	-15.4503	14.0305	44.0483	48.9685	1.20781	0.851987	41.7011	27.4597	31.3839	63.538	76.0004	1.24175	-1.70726	37.3087	-5.07532	-36.9618	59.1863	69.9639	1.39627	2.28489	22.4762	-14.7204	16.985	42.6215	48.1848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20493	0.845774	41.7804	27.7068	31.272	63.4393	75.9615	1	1	0	0	100.90589158133231	-0.15452	2.2910353071795866	2.2962402333256557
124422	2	-0.0211796	1.52698	39.1954	1.71667	39.1578	-0.830204	59.6765	1.15516	1.38407	7.46827	1.38645	7.33845	10.6778	93.5146	-0.168271	2.31336	30.3056	-20.492	22.3273	-5.12365	31.093	0.153474	0.648496	27.8656	22.2087	16.8305	4.29345	28.5835	0.354196	-1.58117	31.8211	-0.330219	-31.8194	11.508	33.8381	0.210461	0.67527	28.0118	21.8642	17.5104	5.93899	28.6344	-0.165625	2.37059	24.3113	-17.4364	16.9414	-4.04499	24.6455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.361781	-1.57219	30.6128	-0.0427532	-30.6128	11.3183	32.6381	1	1	0	0	84.69575725071363	0.37608600000000003	-1.69532	1.7365340715908801
124678	2	-1.0918	2.5548	44.001	-36.6405	24.3632	-58.1701	85.7078	-1.5859	-2.97364	28.0725	-27.6774	-4.69279	-65.6741	117.027	-1.24462	1.96103	31.0996	-11.8303	28.7616	-49.504	58.6509	-0.337489	-2.96614	25.197	-24.8102	-4.39832	-8.66605	27.057	-0.244346	-1.27158	30.4071	8.96303	-29.056	-7.50399	31.3193	-1.26431	2.00471	32.4599	-13.647	29.4517	-52.8806	62.0484	-0.337342	-2.99105	27.3204	-27.0114	-4.09726	-9.39211	28.8897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.249531	-1.26549	29.7874	8.95353	-28.4099	-7.51024	30.7196	1	1	0	0	94.42669771340626	-0.926968	1.2874253071795856	1.5864216320355855
124854	2	0.716847	1.38909	41.1351	7.43337	40.4579	32.0788	68.8897	2.03487	0.685847	16.3427	12.6473	10.3503	61.453	111.275	1.1371	1.17105	29.8531	11.6185	27.4995	41.749	51.5391	-0.660947	1.88318	13.6175	-4.18511	12.9585	-9.67026	17.3505	0.853765	-1.39932	30.5558	5.21394	-30.1077	29.3743	42.3852	1.14668	1.15379	28.0674	11.368	25.6621	39.7157	48.6324	-2.0837	-0.479611	22.8963	20.313	-10.5651	-90.5513	93.4012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.862349	-1.40808	29.2281	4.73505	-28.842	28.447	40.7862	1	1	0	0	177.21957041895092	3.23038	1.633401	3.61985549037541
