eventno	jetmultiplicity	axion_Eta	axion_Phi	axion_pT	axion_Px	axion_Py	axion_Pz	axion_E	Z_Eta	Z_Phi	Z_pT	Z_Px	Z_Py	Z_Pz	Z_E	highb_Eta	highb_Phi	highb_pT	highb_Px	highb_Py	highb_Pz	highb_E	lowb_Eta	lowb_Phi	lowb_pT	lowb_Px	lowb_Py	lowb_Pz	lowb_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	jet3_Eta	jet3_Phi	jet3_pT	jet3_Px	jet3_Py	jet3_Pz	jet3_E	jet4_Eta	jet4_Phi	jet4_pT	jet4_Px	jet4_Py	jet4_Pz	jet4_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	jet1_btag	jet2_btag	jet3_btag	jet4_btag	invmass_2j1p	delta_eta_jet1_jet2	delta_phi_jet1_jet2	deltaR_jet1_jet2
7592	2	-0.702212	1.02962	26.8626	13.8382	23.024	-20.4522	56.2664	-1.81014	-0.387093	26.4564	24.4989	-9.98724	-78.6772	124.042	-0.463357	0.28647	30.3089	29.0737	8.5643	-14.5518	33.9481	-0.277337	2.38232	21.0049	-15.2355	14.4597	-5.90038	22.3183	-1.28984	-1.25843	34.6899	10.6607	-33.0112	-58.225	67.7757	-0.495497	0.309519	46.4461	44.239	14.1475	-23.9673	52.2654	-0.189878	2.42295	27.0547	-20.3641	17.8118	-5.16802	27.5439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.30227	-1.25748	33.6497	10.3713	-32.0115	-57.301	66.4508	1	1	0	0	112.90692847468488	-0.30561900000000003	-2.1134310000000003	2.1354141436550433
7602	2	-2.03913	-2.03204	32.4367	-14.4364	-29.047	-122.51	134.488	-3.78362	2.23965	9.54503	-5.91875	7.48839	-209.763	229.464	-1.58826	-2.85483	29.6518	-28.4409	-8.38706	-69.5473	75.7505	-1.49689	-0.975085	24.9592	14.0046	-20.66	-52.9628	58.7376	-1.58052	1.34175	37.5152	8.51762	36.5354	-87.253	94.9762	-1.49282	-0.960313	35.4484	20.3213	-29.0454	-74.8831	82.8496	-1.62982	-2.7954	31.0804	-29.2365	-10.5462	-76.2556	82.3463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.57569	1.341	34.9752	7.9665	34.0558	-80.9191	88.1542	1	1	0	0	101.50815492284352	0.137	1.835087	1.8401938206528679
8809	2	-2.09368	0.457117	38.1578	34.2401	16.8414	-152.469	163.489	-3.12453	0.25449	14.8155	14.3383	3.72982	-168.194	192.043	-2.02064	-0.28626	28.962	27.7834	-8.17788	-107.312	111.251	-1.32471	1.31824	25.839	6.45667	25.0193	-45.1565	52.2384	-0.619452	-2.55905	23.8326	-19.9018	-13.1116	-15.7256	28.5533	-2.00425	-0.248833	36.4306	35.3085	-8.97185	-132.713	137.622	-1.40301	1.40499	27.3713	4.51766	26.9959	-52.3004	59.0298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.611346	-2.56439	24.2536	-20.3243	-13.2348	-15.7683	28.9288	1	1	0	0	100.8466984211575	-0.6012399999999998	-1.653823	1.7597215839242866
9132	3	1.14963	-3.0644	69.2187	-69.0126	-5.33808	98.2996	128.365	1.56886	2.82557	62.6076	-59.5072	19.458	143.776	181.027	1.13239	-2.5374	42.5105	-34.9846	-24.1501	59.1068	72.9579	0.887016	2.63657	38.8818	-34.028	18.812	39.1927	55.4072	1.30713	1.20473	26.5555	9.5054	24.796	45.476	52.6618	1.56796	-0.62651	93.196	75.4961	-54.6427	213.809	233.238	1.11926	-2.57592	34.1378	-28.8202	-18.2972	46.7016	57.8483	0.945355	2.64613	26.9661	-23.7234	12.8207	29.4629	39.9404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31648	1.22139	27.0347	9.25509	25.4011	46.7993	54.0467	1	1	1	0	138.8855640560597	0.4487000000000001	1.9494099999999999	2.0003827229057944
9279	2	0.639505	-2.99827	62.9761	-62.3304	-8.9949	43.0753	88.5806	2.30817	-2.79539	14.6219	-13.7543	-4.96166	72.7916	145.668	0.408544	2.86114	48.296	-46.4091	13.3678	20.2845	52.5932	0.756095	-2.1895	27.4514	-15.9213	-22.3627	22.7908	35.9873	0.577083	0.0828394	48.7432	48.576	4.03324	29.7163	57.0873	0.36773	2.8906	26.4267	-25.5986	6.56351	9.93838	28.2337	0.968256	-2.50442	26.2659	-21.1121	-15.6262	29.5965	39.5708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.577857	0.0794726	48.6471	48.4936	3.86204	29.7019	56.9977	1	1	0	0	103.69007631995986	-0.600526	0.8881653071795856	1.0721329626279605
9894	4	1.02677	-1.61281	35.0336	-1.47159	-35.0027	42.6338	71.1956	2.69408	0.0749218	13.9613	13.9221	1.04502	102.785	142.991	0.547114	-1.53768	43.9377	1.45479	-43.9136	25.2563	50.8969	1.37579	1.8881	9.37912	-2.92638	8.91091	17.3776	20.2987	1.2138	1.1672	39.197	15.3937	36.0477	60.1513	71.7955	0.561517	-1.50418	57.36	3.81833	-57.2328	33.928	66.6429	-1.27181	1.96808	50.0494	-19.3647	46.1514	-82.2554	96.2855	2.10677	-1.27743	24.552	7.09995	-23.503	99.4358	102.422	3.7017	-0.487765	23.8407	21.0605	-11.173	482.673	483.262	1.21058	1.16662	39.897	15.6899	36.6824	60.9906	72.8809	1	1	0	0	234.0731456839701	1.8333270000000002	2.810925307179586	3.35594829690084
9928	4	-2.02542	-1.63445	77.1792	-4.90959	-77.0229	-287.389	300.956	-2.51991	-1.38003	60.8675	11.5411	-59.7633	-375.766	392.493	-2.0166	-2.04977	51.0607	-23.5324	-45.3146	-188.405	195.258	-1.7162	-1.03975	36.7726	18.6228	-31.7082	-98.984	105.698	-2.02096	0.809389	23.8436	16.4507	17.2596	-88.3766	91.5366	-1.84781	-2.14546	37.421	-20.3401	-31.4104	-115.786	121.683	-1.78232	-1.0484	37.3471	18.6345	-32.366	-107.846	114.13	-2.82464	1.78521	35.8302	-7.62375	35.0097	-300.893	303.019	-2.04465	-1.60949	26.1331	-1.01102	-26.1135	-99.2667	102.649	-2.01941	0.819483	24.516	16.7346	17.9161	-90.7233	93.9774	1	1	0	0	87.25488718106276	-0.06549000000000005	-1.09706	1.0990130043361632
9990	2	3.02531	1.0817	27.9446	13.129	24.6684	287.156	291.999	3.88798	1.49654	12.1376	0.900451	12.1042	296.108	311.685	2.4492	1.31041	38.6236	9.94362	37.3216	221.944	225.329	2.312	-1.32417	13.0481	3.18542	-12.6533	65.2114	66.6698	0.490678	-2.34266	17.5327	-12.2286	-12.5642	8.95233	19.6861	2.48954	1.2733	38.6416	11.3269	36.9442	231.324	234.529	2.45399	-1.37308	23.9346	4.70147	-23.4683	138.207	140.264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.492387	-2.35104	17.7924	-12.5161	-12.6458	9.11904	19.9931	1	1	0	0	111.65655759804491	0.03554999999999975	2.64638	2.64661876871226
11360	2	-2.3987	2.27637	42.7599	-27.7286	32.5504	-233.426	241.54	-3.23996	2.64425	20.7014	-18.1934	9.87652	-263.877	280.684	-2.20806	2.95286	33.5512	-32.9554	6.29472	-150.781	154.54	-1.84564	1.37429	26.7709	5.22679	26.2557	-82.6445	86.9994	-1.04007	-1.17271	24.5973	9.53518	-22.6739	-30.4511	39.1446	-2.20798	2.98658	29.0098	-28.662	4.47885	-130.362	133.55	-1.91677	1.43461	26.3869	3.58244	26.1426	-87.7618	91.6428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.03523	-1.1715	25.7938	10.028	-23.7647	-31.7341	40.8947	1	1	0	0	90.00012769348662	-0.29120999999999997	1.55197	1.5790548264705695
11676	2	-1.14721	-2.20661	25.6967	-15.2596	-20.6752	-36.3851	63.314	-0.700144	-1.07643	22.7906	10.8135	-20.0619	-17.2927	95.6359	-0.66332	-1.5176	31.079	1.65259	-31.035	-22.1607	38.4589	-0.666708	2.59199	19.833	-16.9122	10.3598	-14.2244	24.8551	0.678735	0.0235191	26.0803	26.0731	0.613329	19.0924	32.3219	-0.706628	-1.49586	29.113	2.17944	-29.0313	-22.3273	36.6889	-0.678589	2.51973	23.9265	-19.4474	13.9383	-17.5114	29.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.688326	0.0298552	23.9228	23.9121	0.714113	17.7981	29.8173	1	1	0	0	92.24602843690145	-0.028039000000000036	2.2675953071795867	2.2677686528091625
12024	3	-0.65942	1.17241	68.8491	26.7085	63.4575	-48.763	95.6193	-1.28704	1.42651	55.2238	7.94068	54.6499	-92.3885	143.92	-0.683128	0.74772	49.4826	36.2827	33.6466	-36.4941	61.6639	-0.382455	1.88155	31.3106	-9.57416	29.8109	-12.269	33.9554	-1.48932	-2.70281	20.7317	-18.7678	-8.8076	-43.6255	48.301	0.0258255	-1.90105	60.6093	-19.6544	-57.334	1.56544	60.6295	-0.78321	0.838481	36.248	24.2352	26.9551	-31.3826	47.9457	-0.343319	1.84194	26.4611	-7.08724	25.4943	-9.26412	28.0359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.49243	-2.69073	20.4331	-18.3912	-8.90359	-43.1453	47.7392	1	1	1	0	131.821204323691	0.8090355	-2.739531	2.856495849851921
12562	2	-1.98569	-1.80313	37.9386	-8.73531	-36.9193	-135.57	147.794	-3.06453	-2.62508	16.7279	-14.5457	-8.26105	-178.802	199.986	-1.91149	-1.10807	30.0628	13.4197	-26.9014	-99.4376	103.989	-1.18699	-2.71694	24.3147	-22.155	-10.0178	-36.1326	43.8047	-1.18274	1.77083	29.2413	-5.81042	28.6582	-43.2315	52.1921	-1.32989	-2.36183	24.7026	-17.5655	-17.3686	-43.4288	49.9627	-1.9371	-1.10675	23.3955	10.4711	-20.9214	-79.4805	82.8523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.18018	1.77925	29.9078	-6.18921	29.2604	-44.0799	53.2683	1	1	0	0	80.52088953469092	0.60721	-1.25508	1.3942488266087945
12952	2	-2.80838	-1.39078	24.1437	4.32293	-23.7535	-199.461	205.925	-4.79599	-0.687876	3.54439	2.73838	-2.25033	-214.465	232.193	-1.95049	-0.440307	26.5175	23.9883	-11.3022	-91.3518	95.2387	-2.24027	-2.57715	23.2758	-19.6653	-12.4513	-108.109	110.686	-0.649273	1.64435	21.5615	-1.58455	21.5032	-15.0038	26.2681	-1.99081	-0.444255	25.4257	22.9576	-10.9276	-91.34	94.8127	-2.18906	-2.61202	24.3239	-20.9921	-12.2876	-107.205	109.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.647745	1.6418	20.9505	-1.48629	20.8977	-14.5396	25.5014	1	1	0	0	87.18771919929945	0.19825000000000004	2.1677649999999997	2.176811465819904
13010	2	1.09594	-1.5221	37.5936	1.83006	-37.549	49.9576	77.0348	2.31501	-0.652187	35.7086	28.3797	-21.6724	179.011	209.744	0.606528	-1.66973	44.7628	-4.42112	-44.5439	28.8454	53.4589	1.55036	0.841484	9.38113	6.25118	6.99488	21.1122	23.5759	2.13556	0.538945	30.9346	26.5496	15.8766	129.053	132.709	1.50806	2.12492	42.8018	-22.5224	36.3969	91.9519	101.426	0.578039	-1.62984	36.4381	-2.15017	-36.3746	22.2553	42.697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13501	0.533369	30.1713	25.9804	15.3402	125.797	129.365	1	1	0	0	130.2150271696823	0.930021	2.528425307179586	2.694044096600348
13186	2	-0.0357792	0.712179	29.6749	22.4621	19.3921	-1.06197	53.8868	-3.47256	0.254043	2.19606	2.12557	0.55191	-35.3434	97.9747	-0.0425765	0.818884	40.8676	27.9141	29.8491	-1.74053	41.1738	0.0575079	-2.05139	11.7928	-5.45193	-10.4569	0.678555	12.713	-1.03919	-2.39437	27.7224	-20.3366	-18.8402	-34.2814	44.0879	-0.0747546	0.858822	35.5921	23.2534	26.9458	-2.66315	35.6916	0.118398	-1.9747	22.9154	-9.00603	-21.0714	2.71948	23.0762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.03496	-2.395	27.7261	-20.3511	-18.83	-34.0994	43.9489	1	1	0	0	95.84720524142683	-0.1931526	2.833522	2.8400976834205474
13248	3	2.14569	-2.37226	34.1499	-24.5323	-23.7567	143.957	154.638	2.30686	2.95242	32.0201	-31.4489	6.02139	159.193	188.795	1.50806	-2.63676	41.0534	-35.9323	-19.8557	88.1949	97.3951	2.23675	-0.329697	12.0489	11.4	-3.90092	55.7626	57.2428	0.479746	1.79902	30.5707	-6.91654	29.778	15.2353	34.1568	2.34446	-0.098372	33.4925	33.3306	-3.28941	173.018	176.23	1.5764	-2.77961	30.6055	-28.6222	-10.8384	70.8639	77.1906	2.19769	-0.68009	25.0303	19.4614	-15.7406	111.299	114.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.483483	1.81194	30.0002	-7.16457	29.1322	15.0763	33.5754	1	1	1	0	122.78513826363107	0.7680600000000002	2.681238	2.7890775134879275
13298	2	-1.14711	0.303665	45.1009	43.0374	13.486	-63.8524	90.2025	-1.55858	-0.120046	26.9427	26.7488	-3.22659	-61.1819	113.692	-0.527402	-0.289602	32.4422	31.0912	-9.26455	-17.9144	37.3565	-1.34447	1.08728	25.6963	11.9462	22.7506	-45.9381	52.846	0.114185	-2.34335	23.3373	-16.2886	-16.7126	2.67056	23.4896	-0.489881	-0.264068	28.9922	27.9873	-7.56725	-14.7777	32.5412	-1.30863	1.03676	22.6882	11.5485	19.5291	-38.9204	45.0506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.117802	-2.34691	23.9593	-16.7838	-17.0984	2.82899	24.1258	1	1	0	0	84.93977953624203	0.818749	-1.3008279999999999	1.5370437243569226
13587	2	0.706377	-0.70848	28.3912	21.5589	-18.4736	21.7648	57.5113	1.99969	-2.60261	15.2603	-13.0969	-7.83257	55.3291	106.916	0.552145	-1.62734	27.1221	-1.53273	-27.0788	15.7479	31.7127	0.241799	0.356713	24.6429	23.0916	8.60521	6.01686	25.7985	0.827953	2.84368	36.2526	-34.6558	10.641	33.5643	49.4046	0.511104	-1.50156	62.869	4.3493	-62.7184	33.55	71.2609	0.099753	0.432025	24.2729	22.0427	10.1633	2.42531	24.3937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8267	2.83736	34.9312	-33.327	10.464	32.2811	47.5632	1	1	0	0	118.45946904550055	0.411351	-1.9335849999999999	1.9768562409608847
13709	4	1.24671	-1.12858	44.9798	19.2486	-40.6531	71.7747	95.9192	0.600644	-1.07383	112.105	53.4473	-98.5445	71.4579	163.158	1.34384	-0.968151	42.1289	23.8796	-34.7074	75.2607	86.3777	-0.447473	-2.23253	7.53641	-4.63099	-5.94571	-3.48602	9.54148	-0.00471123	-1.03721	67.2381	34.1987	-57.8914	-0.316776	67.2389	1.94653	2.10602	105.593	-53.8563	90.8263	362.267	377.343	1.3571	-0.974334	45.5509	25.5868	-37.6856	82.6179	94.343	2.48828	-3.01367	35.0122	-34.7261	-4.46682	209.328	212.236	-0.894303	0.535289	31.747	27.3062	16.1938	-32.3301	45.3112	-0.0131318	-1.03263	65.692	33.6715	-56.4063	-0.862678	65.6977	1	1	0	0	302.63123045798307	0.5894300000000001	3.080354	3.13624114031686
13858	2	1.03667	1.44888	27.9161	3.39494	27.7089	34.4091	63.1512	1.70945	2.54955	43.4331	-36.0407	24.2383	116.074	153.906	1.05397	1.81297	31.0592	-7.44834	30.1529	39.1419	50.1882	-0.413871	-0.221691	11.1153	10.8433	-2.44403	-4.73276	12.963	1.47141	-3.05381	39.5881	-39.4357	-3.47057	81.6653	90.7549	0.428819	-0.716361	57.5192	43.381	-37.7696	25.4282	62.8892	1.06892	1.77412	25.9358	-5.23717	25.4015	33.3124	42.2183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46181	-3.05068	39.5108	-39.3476	-3.58718	80.6402	89.7995	1	1	0	0	135.29860020809045	-0.640101	-2.490481	2.5714246832372907
14091	2	-1.57886	-3.12657	47.1607	-47.1554	-0.708649	-109.488	127.424	-3.24302	3.01741	15.2157	-15.0985	1.8847	-194.548	218.36	-1.12123	2.52608	35.286	-28.8101	20.3734	-48.3904	60.0735	-1.52396	-2.28689	27.9464	-18.3453	-21.0821	-61.0981	67.3503	-1.69969	0.0807226	32.1616	32.0569	2.59335	-85.0595	90.9367	-1.14526	2.55368	36.3159	-30.2185	20.1416	-51.2982	62.8518	-1.29647	-2.30802	26.4266	-17.7649	-19.5646	-44.6988	51.9264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.69933	0.0814711	30.6857	30.584	2.49724	-81.1252	86.7347	1	1	0	0	94.46155335178642	0.15121000000000007	1.4214853071795863	1.429505139069966
14106	2	-1.10626	2.28244	41.3491	-27.0041	31.3134	-55.6609	82.6624	-1.51213	1.62682	25.632	-1.4352	25.5918	-55.3131	108.866	-0.987101	2.42181	47.4987	-35.7165	31.3122	-54.8797	72.7324	-0.0895445	0.000127493	8.71234	8.71234	0.00111077	-0.781185	9.93001	0.0132717	-0.220142	26.2013	25.5689	-5.72153	0.347746	26.2036	0.352638	-1.82041	27.1216	-6.69993	-26.281	9.76358	28.8255	-0.987349	2.31163	26.2535	-17.7185	19.3727	-30.3431	40.1242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00552224	-0.226523	25.7871	25.1284	-5.79155	0.142404	25.7875	1	1	0	0	91.62789480294276	1.339987	2.1511453071795863	2.5343621076653107
14143	2	-1.15561	-1.53232	30.3553	1.16758	-30.3328	-43.4247	69.5139	-2.46815	2.5877	11.192	-9.51861	5.88705	-65.5621	113.288	-1.01182	-1.10037	34.6113	15.688	-30.8517	-41.3094	54.0971	-0.145078	3.10587	14.5297	-14.5204	0.51891	-2.11535	15.4168	-0.556967	1.85769	37.7634	-10.6862	36.2199	-22.1374	43.7737	-1.01676	-1.1118	30.9308	13.7037	-27.7295	-37.1551	48.3447	0.0201313	-3.05136	28.497	-28.3811	-2.56789	0.57372	28.5028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.56862	1.86561	36.7027	-10.6645	35.1192	-22.0129	42.7979	1	1	0	0	101.07556749855773	-1.0368913000000002	1.93956	2.1993263881506286
14623	2	-2.71608	0.185434	27.3323	26.8637	5.03933	-205.74	212.369	-5.56487	-2.67033	1.81171	-1.61423	-0.82253	-236.508	254.701	-2.02451	-0.733072	27.4141	20.372	-18.3443	-101.985	105.71	-2.15943	1.3	24.268	6.49168	23.3836	-103.755	106.659	-0.921936	-2.93859	29.075	-28.4779	-5.86186	-30.7672	42.3317	-2.09368	1.18294	54.9298	20.7747	50.8497	-219.484	226.253	-2.10039	-0.691191	25.5454	19.6824	-16.2841	-102.781	105.908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.910551	-2.94109	29.5644	-28.9721	-5.88818	-30.7971	42.6909	1	1	0	0	122.09341028222447	0.006709999999999994	1.8741310000000002	1.874143011955331
15047	2	0.301015	3.0099	35.5415	-35.2337	4.66699	10.8608	58.3675	1.27167	1.88574	22.5597	-6.98804	21.4501	37.0706	100.397	0.165024	-2.56776	32.7814	-27.5307	-17.7955	5.43429	33.5595	0.226575	1.90116	23.7466	-7.70304	22.4625	5.42654	24.808	0.730892	0.53613	32.8556	28.2457	16.7831	26.2098	42.0291	0.483301	3.06462	32.6595	-32.5628	2.51127	16.4061	36.5486	0.0452747	-2.49137	27.4695	-21.8642	-16.6291	1.2441	27.4976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.745164	0.540553	30.3798	26.0484	15.6337	24.7919	39.2118	1	1	0	0	89.73984573071819	0.4380263	0.7271953071795867	0.8489287686700832
15192	2	-1.51256	-1.03218	46.8862	24.05	-40.2481	-101.227	120.293	-1.98427	-1.66214	33.7014	-3.07425	-33.5609	-120.251	154.092	-1.01715	-1.71457	32.8623	-4.70839	-32.5232	-39.4951	51.5934	-1.47584	-0.262419	29.7779	28.7584	-7.72491	-61.7317	68.6994	-0.637027	2.89987	27.9365	-27.1243	6.68721	-19.0246	33.7991	-1.63917	-0.291447	28.705	27.4945	-8.24806	-71.1416	76.7144	-1.07074	-1.71736	26.6928	-3.89809	-26.4067	-34.3643	43.5134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.626691	2.90776	28.9198	-28.1328	6.70088	-19.3337	34.7872	1	1	0	0	87.42268730457499	-0.56843	1.425913	1.5350376374763584
15303	2	-1.17085	0.380235	47.018	43.6598	17.4502	-68.5202	94.5058	-1.90259	0.031347	60.6545	60.6247	1.90103	-198.766	226.769	-1.10241	0.455771	51.8247	46.5345	22.8109	-69.4285	86.7652	0.148773	-2.06302	6.08285	-2.87468	-5.36072	0.908307	7.74055	-2.43424	-0.741884	23.0127	16.9649	-15.5492	-130.246	132.264	1.41276	2.9738	57.9824	-57.1681	9.68342	112.017	126.134	-1.09666	0.506809	44.2845	38.7178	21.4952	-58.9016	73.6921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.43552	-0.737742	23.1886	17.1593	-15.5971	-131.412	133.442	1	1	0	0	323.56269633494463	2.50942	2.466991	3.51898185992497
15666	2	-0.20734	1.89256	50.9403	-16.1092	48.326	-10.6378	68.7955	-0.221685	2.45133	33.6266	-25.9287	21.4114	-7.51572	97.615	0.0131934	2.41318	40.1407	-29.9543	26.721	0.529608	40.4184	-0.422515	1.0009	25.6605	13.8451	21.605	-11.1674	28.3772	0.10876	-1.92063	28.6499	-9.81943	-26.9146	3.1221	28.8195	0.0244611	2.38131	53.5619	-38.813	36.9111	1.31032	53.578	-0.379098	1.09155	31.0556	14.3202	27.5569	-12.0571	33.314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.633231	-0.0105601	29.7583	29.7567	-0.314246	-20.1287	35.9266	1	1	0	0	99.93848330461638	0.4035591	1.28976	1.3514217716141803
15963	2	0.778936	0.0555197	38.0352	37.9766	2.11062	32.7152	67.3895	2.38687	0.93332	10.3492	6.15954	8.31664	55.8212	107.198	0.537082	-0.54452	36.1218	30.8977	-18.7114	20.3466	41.7236	0.53632	1.24308	21.9924	7.07893	20.822	12.3686	25.6659	0.663104	2.94896	32.4167	-31.8171	6.20602	23.1059	39.8086	0.551377	-0.55593	29.5962	25.1393	-15.6189	17.1582	34.2102	0.608755	1.10161	22.939	10.3721	20.4602	14.8429	27.3223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.664378	2.94916	32.0673	-31.4754	6.13294	22.9071	39.4087	1	1	0	0	83.88976213235081	-0.05737800000000004	-1.65754	1.6585328113980742
16014	2	-1.68751	0.462603	29.8231	26.6885	13.3094	-77.853	94.7385	-2.16137	1.53158	18.9647	0.743479	18.9502	-81.2431	121.505	-1.46527	0.0924074	34.8435	34.6948	3.21521	-71.3886	79.577	-0.482771	2.24135	12.8839	-8.00634	10.0942	-6.46441	15.1616	-0.127338	2.92751	26.5511	-25.945	5.64075	-3.39011	26.7667	-1.44087	0.100995	40.1977	39.9929	4.05287	-80.1477	89.6633	-0.456687	2.08717	22.9544	-11.3332	19.9615	-10.8512	25.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.136376	2.91946	27.0489	-26.3842	5.95926	-3.70026	27.3008	1	1	0	0	101.94686109183306	-0.984183	-1.986175	2.2166432523331308
16042	2	0.132726	2.3532	42.4905	-29.9551	30.1353	5.65616	62.1486	0.561963	3.08325	77.6048	-77.4727	4.52544	45.943	129.505	0.0449666	2.28734	51.0829	-33.5505	38.5205	2.2978	51.3501	0.360254	-1.16574	9.12356	3.59535	-8.38528	3.35836	10.7985	0.690213	-2.64727	53.9795	-47.5176	-25.6098	40.2868	67.3559	0.0345027	2.28153	61.787	-40.3091	46.8275	2.13224	61.8238	0.123429	-0.362841	35.0268	32.7463	-12.4321	4.3343	35.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.680787	-2.64457	55.2142	-48.5337	-26.3266	40.5607	68.5111	1	1	0	0	148.35581676328837	-0.0889263	2.644371	2.6458658077220565
16140	2	-0.667672	1.75694	23.6535	-4.37767	23.2449	-16.9926	53.6299	0.498466	3.00354	28.8005	-28.5265	3.96339	14.958	98.0797	-0.581056	0.815681	25.7805	17.6693	18.7732	-15.8372	30.6193	-0.0513377	2.94148	22.4959	-22.0469	4.47173	-1.15539	23.0106	0.905162	-2.4678	30.9021	-24.1488	-19.2815	31.9506	44.4498	-0.53541	0.725751	31.353	23.4521	20.8089	-17.6003	35.9552	-0.0507059	2.92409	23.0206	-22.4782	4.96768	-1.16778	23.0502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.917302	-2.46971	30.7551	-24.0704	-19.1439	32.3379	44.6275	1	1	0	0	99.89092647155294	-0.4847041000000001	-2.198339	2.251140249624134
16290	2	-0.897471	-2.91895	32.8233	-32.0132	-7.24767	-33.5749	65.0322	-2.28219	2.54167	20.5196	-16.9364	11.585	-99.4793	135.213	-0.596672	-2.83227	43.3808	-41.322	-13.2055	-27.4475	51.5495	-0.529332	0.569326	11.0521	9.30883	5.95782	-6.12731	13.4827	-1.73007	0.895714	24.1242	15.0767	18.8327	-65.9045	70.181	-0.587372	-2.85271	47.5936	-45.6215	-13.5586	-29.5906	56.0424	-1.04387	0.23008	23.2364	22.624	5.29918	-28.907	37.0883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.73741	0.894335	23.8906	14.9564	18.6297	-65.7783	69.9825	1	1	0	0	104.82945529259226	0.45649800000000007	-3.08279	3.116405719431281
